   648024005.45221686                1
   198990647352.31656                2
   11698958627580.057                3
   264863699001663.78                4
   2991703409750191.0                5
   19053508932645816.                6
   72588950822708848.                7
   1.6930832519097219E+017           8
   2.4399643133530160E+017           9
   2.2680059559571229E+017          10
   1.4692017226839037E+017          11
   18364276005800152.               12
   81556818619642176.               13
   61654721320392896.               14
   1.3600527738740213E+017          15
   1.2039385170854536E+017          16
   64699099507646688.               17
   97633801623624960.               18
   56998753964737648.               19
   11423164254913638.               20
   13792915901266544.               21
   1.4181769920668710E+017          22
   2.3894749338695632E+017          23
   3.0443187570306752E+017          24
   2.0692461697485622E+017          25
   48983399201920984.               26
   1.3387513266669906E+017          27
   1.0989868324776845E+017          28
   31311448536866676.               29
   75083039386447328.               30
   5.2174979437095488E+017          31
   3.6024113743539770E+017          32
   2.6658033637695971E+017          33
   1.1345150200003021E+017          34
   91274364275699200.               35
   2.3879946608097997E+017          36
   5.9664244047442227E+017          37
   78458249418203312.               38
   880152888355744.00               39
   4.0045574719888870E+017          40
   96324075121792416.               41
   1.0025144396026426E+017          42
   74775268514090096.               43
   65846783730885792.               44
   1.0274869168767395E+017          45
   3.2561828885601427E+017          46
   28592457875058560.               47
   42336185918041376.               48
   45180162253334944.               49
   1.6342209150540371E+017          50
   3.1105927302123398E+017          51
   35971526219272064.               52
   32580567470649984.               53
   39635602812963904.               54
   2.4658667108112742E+017          55
   1.8269082283478355E+017          56
   1.2105148690679994E+017          57
   3.3108517641754963E+017          58
   73294593514742496.               59
   1.0341111637797426E+017          60
   3.1864019673071731E+017          61
   26593522433614544.               62
   2.9033324106639795E+017          63
   2.3710267669035955E+017          64
   1.2238529090673946E+017          65
   1.1371670267831498E+017          66
   6.3167146404110797E+017          67
   2.9113691355043974E+017          68
   5.5972957223643213E+017          69
   5.5648667099856454E+017          70
   1.7796039674629382E+017          71
   3.5643616872603315E+017          72
   3.7444937313493350E+017          73
   24250508173367348.               74
   1.1117435820945231E+018          75
   86217224278657312.               76
   2.7807715046658822E+017          77
   1.5203148234463658E+017          78
   2.7349380935486387E+017          79
   1.7863985886795862E+017          80
   7747175467554653.0               81
   32188594649991452.               82
   2.8139368023623811E+017          83
   88368440828372960.               84
   1.3758899132567691E+017          85
   4.5233670504967872E+017          86
   1711128570451328.0               87
   1.5775945564177018E+017          88
   58197733109261440.               89
   4.6474597132421862E+017          90
   3.5206572232306176E+017          91
   2.4003127234590605E+017          92
   1.7454001486326643E+017          93
   3.9829131584832998E+017          94
   6.3554285237139149E+017          95
   4.3399699796674989E+017          96
   4.7956545815102189E+017          97
   2.5055471881905318E+017          98
   37612636124025632.               99
   2.0039948994319354E+017         100
