  1.000000  0.500000  0.333333  0.250000  0.200000
  0.500000  0.083333  0.083333  0.075000  0.066667
  0.333333  0.083333  0.005556  0.008333  0.009524
  0.250000  0.075000  0.008333  0.000357  0.000714
  0.200000  0.066667  0.009524  0.000714  0.000023
